instance;best_makespan;opt_or_unsat_certified;time
j30t1_41_8.smt;91;yes;0,94
j30t1_41_9.smt;92;yes;3,24
j30t1_4_1.smt;54;yes;0,05
j30t1_42_10.smt;97;yes;2,86
j30t1_42_1.smt;80;yes;1,07
j30t1_42_2.smt;69;yes;0,49
j30t1_42_3.smt;59;yes;0,55
j30t1_42_4.smt;64;yes;0,88
j30t1_42_5.smt;52;yes;0,33
j30t1_42_6.smt;72;yes;0,79
j30t1_42_7.smt;74;yes;1,50
j30t1_42_8.smt;120;yes;1,20
j30t1_42_9.smt;69;yes;1,22
j30t1_4_2.smt;67;yes;0,17
j30t1_43_10.smt;64;yes;0,74
j30t1_43_1.smt;74;yes;0,48
j30t1_43_2.smt;46;yes;1,34
j30t1_43_3.smt;62;yes;1,84
j30t1_43_4.smt;86;yes;1,82
j30t1_43_5.smt;77;yes;1,06
j30t1_43_6.smt;78;yes;2,95
j30t1_43_7.smt;79;yes;0,83
j30t1_43_8.smt;89;yes;2,04
j30t1_43_9.smt;58;yes;0,10
j30t1_4_3.smt;62;yes;0,06
j30t1_44_10.smt;67;yes;0,89
j30t1_44_1.smt;70;yes;2,12
j30t1_44_2.smt;68;yes;0,53
j30t1_44_3.smt;59;yes;3,19
j30t1_44_4.smt;100;yes;2,82
j30t1_44_5.smt;60;yes;0,25
j30t1_44_6.smt;62;yes;3,51
j30t1_44_7.smt;59;yes;0,91
j30t1_44_8.smt;63;yes;0,31
j30t1_44_9.smt;83;yes;0,47
j30t1_4_4.smt;63;yes;0,18
j30t1_45_10.smt;96;yes;7,33
j30t1_45_1.smt;106;yes;4,86
j30t1_45_2.smt;139;yes;5,36
j30t1_45_3.smt;92;yes;2,45
j30t1_45_4.smt;96;yes;5,14
j30t1_45_5.smt;88;yes;1,72
j30t1_45_6.smt;135;yes;13,00
j30t1_45_7.smt;115;yes;3,39
j30t1_45_8.smt;93;yes;1,50
j30t1_45_9.smt;84;yes;4,65
j30t1_4_5.smt;62;yes;0,04
j30t1_46_10.smt;59;yes;8,91
j30t1_46_1.smt;71;yes;1,49
j30t1_46_2.smt;79;yes;4,15
j30t1_46_3.smt;67;yes;2,08
j30t1_46_4.smt;75;yes;0,67
j30t1_46_5.smt;64;yes;1,46
j30t1_46_6.smt;65;yes;0,67
j30t1_46_7.smt;57;yes;1,69
j30t1_46_8.smt;66;yes;5,51
j30t1_46_9.smt;56;yes;2,08
j30t1_4_6.smt;48;yes;0,03
j30t1_47_10.smt;92;yes;3,71
j30t1_47_1.smt;71;yes;2,26
